"";"fdi_indicator.id";"fdi_indicator.value";"fdi_country.id";"fdi_country.value";"country_code";"year";"fdi_value";"fdi_unit";"fdi_obs_status";"fdi_decimal"
"170";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);XP;Middle income;"MIC";"2017"; 5.316556e+11;"";"";0
"171";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);XU;North America;"NAC";"2021";NA;"";"";0
"172";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);XU;North America;"NAC";"2020"; 2.383331e+11;"";"";0
"173";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);XU;North America;"NAC";"2019"; 3.507509e+11;"";"";0
"174";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);XU;North America;"NAC";"2018"; 2.570142e+11;"";"";0
"175";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);XU;North America;"NAC";"2017"; 4.058927e+11;"";"";0
"176";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);XY;Not classified;"";"2021";NA;"";"";0
"177";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);XY;Not classified;"";"2020";NA;"";"";0
"178";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);XY;Not classified;"";"2019";NA;"";"";0
"179";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);XY;Not classified;"";"2018";NA;"";"";0
"180";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);XY;Not classified;"";"2017";NA;"";"";0
"181";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);OE;OECD members;"OED";"2021";NA;"";"";0
"182";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);OE;OECD members;"OED";"2020"; 4.889658e+11;"";"";0
"183";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);OE;OECD members;"OED";"2019"; 6.767601e+11;"";"";0
"184";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);OE;OECD members;"OED";"2018"; 2.203996e+11;"";"";0
"185";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);OE;OECD members;"OED";"2017"; 1.354488e+12;"";"";0
"186";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);S4;Other small states;"OSS";"2021";NA;"";"";0
"187";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);S4;Other small states;"OSS";"2020"; 1.007891e+10;"";"";0
"188";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);S4;Other small states;"OSS";"2019"; 5.246579e+10;"";"";0
"189";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);S4;Other small states;"OSS";"2018"; 7.067494e+09;"";"";0
"190";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);S4;Other small states;"OSS";"2017"; 1.915782e+10;"";"";0
"191";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);S2;Pacific island small states;"PSS";"2021";NA;"";"";0
"192";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);S2;Pacific island small states;"PSS";"2020"; 3.147636e+08;"";"";0
"193";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);S2;Pacific island small states;"PSS";"2019"; 4.073665e+08;"";"";0
"194";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);S2;Pacific island small states;"PSS";"2018"; 5.984683e+08;"";"";0
"195";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);S2;Pacific island small states;"PSS";"2017"; 5.067158e+08;"";"";0
"196";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);V4;Post-demographic dividend;"PST";"2021";NA;"";"";0
"197";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);V4;Post-demographic dividend;"PST";"2020"; 5.511973e+11;"";"";0
"198";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);V4;Post-demographic dividend;"PST";"2019"; 8.091392e+11;"";"";0
"199";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);V4;Post-demographic dividend;"PST";"2018"; 2.329778e+11;"";"";0
"200";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);V4;Post-demographic dividend;"PST";"2017"; 1.439058e+12;"";"";0
"201";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);V1;Pre-demographic dividend;"PRE";"2021";NA;"";"";0
"202";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);V1;Pre-demographic dividend;"PRE";"2020"; 1.609864e+10;"";"";0
"203";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);V1;Pre-demographic dividend;"PRE";"2019"; 1.348658e+10;"";"";0
"204";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);V1;Pre-demographic dividend;"PRE";"2018"; 8.496769e+09;"";"";0
"205";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);V1;Pre-demographic dividend;"PRE";"2017"; 1.022178e+10;"";"";0
"206";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);S1;Small states;"SST";"2021";NA;"";"";0
"207";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);S1;Small states;"SST";"2020"; 1.284875e+10;"";"";0
"208";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);S1;Small states;"SST";"2019"; 5.687825e+10;"";"";0
"209";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);S1;Small states;"SST";"2018"; 1.050110e+10;"";"";0
"210";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);S1;Small states;"SST";"2017"; 2.167934e+10;"";"";0
"211";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);8S;South Asia;"SAS";"2021";NA;"";"";0
"212";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);8S;South Asia;"SAS";"2020"; 6.895607e+10;"";"";0
"213";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);8S;South Asia;"SAS";"2019"; 5.667918e+10;"";"";0
"214";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);8S;South Asia;"SAS";"2018"; 4.865613e+10;"";"";0
"215";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);8S;South Asia;"SAS";"2017"; 4.633426e+10;"";"";0
"216";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);T5;South Asia (IDA & IBRD);"TSA";"2021";NA;"";"";0
"217";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);T5;South Asia (IDA & IBRD);"TSA";"2020"; 6.895607e+10;"";"";0
"218";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);T5;South Asia (IDA & IBRD);"TSA";"2019"; 5.667918e+10;"";"";0
"219";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);T5;South Asia (IDA & IBRD);"TSA";"2018"; 4.865613e+10;"";"";0
"220";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);T5;South Asia (IDA & IBRD);"TSA";"2017"; 4.633426e+10;"";"";0
"221";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);ZG;Sub-Saharan Africa;"SSF";"2021";NA;"";"";0
"222";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);ZG;Sub-Saharan Africa;"SSF";"2020"; 2.908846e+10;"";"";0
"223";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);ZG;Sub-Saharan Africa;"SSF";"2019"; 3.100818e+10;"";"";0
"224";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);ZG;Sub-Saharan Africa;"SSF";"2018"; 2.909346e+10;"";"";0
"225";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);ZG;Sub-Saharan Africa;"SSF";"2017"; 2.769786e+10;"";"";0
"226";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);ZF;Sub-Saharan Africa (excluding high income);"SSA";"2021";NA;"";"";0
"227";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);ZF;Sub-Saharan Africa (excluding high income);"SSA";"2020"; 2.891335e+10;"";"";0
"228";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);ZF;Sub-Saharan Africa (excluding high income);"SSA";"2019"; 3.075430e+10;"";"";0
"229";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);ZF;Sub-Saharan Africa (excluding high income);"SSA";"2018"; 2.878579e+10;"";"";0
"230";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);ZF;Sub-Saharan Africa (excluding high income);"SSA";"2017"; 2.757339e+10;"";"";0
"231";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);T6;Sub-Saharan Africa (IDA & IBRD countries);"TSS";"2021";NA;"";"";0
"232";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);T6;Sub-Saharan Africa (IDA & IBRD countries);"TSS";"2020"; 2.908846e+10;"";"";0
"233";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);T6;Sub-Saharan Africa (IDA & IBRD countries);"TSS";"2019"; 3.100818e+10;"";"";0
"234";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);T6;Sub-Saharan Africa (IDA & IBRD countries);"TSS";"2018"; 2.909346e+10;"";"";0
"235";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);T6;Sub-Saharan Africa (IDA & IBRD countries);"TSS";"2017"; 2.769786e+10;"";"";0
"236";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);XT;Upper middle income;"";"2021";NA;"";"";0
"237";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);XT;Upper middle income;"";"2020"; 3.840292e+11;"";"";0
"238";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);XT;Upper middle income;"";"2019"; 4.044445e+11;"";"";0
"239";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);XT;Upper middle income;"";"2018"; 4.555108e+11;"";"";0
"240";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);XT;Upper middle income;"";"2017"; 3.921913e+11;"";"";0
"241";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);1W;World;"WLD";"2021";NA;"";"";0
"242";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);1W;World;"WLD";"2020"; 1.256907e+12;"";"";0
"243";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);1W;World;"WLD";"2019"; 1.506375e+12;"";"";0
"244";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);1W;World;"WLD";"2018"; 9.362208e+11;"";"";0
"245";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);1W;World;"WLD";"2017"; 2.199485e+12;"";"";0
"246";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AF;Afghanistan;"AFG";"2021";NA;"";"";0
"247";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AF;Afghanistan;"AFG";"2020"; 1.297015e+07;"";"";0
"248";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AF;Afghanistan;"AFG";"2019"; 2.340455e+07;"";"";0
"249";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AF;Afghanistan;"AFG";"2018"; 1.194351e+08;"";"";0
"250";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AF;Afghanistan;"AFG";"2017"; 5.153390e+07;"";"";0
"251";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AL;Albania;"ALB";"2021";NA;"";"";0
"252";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AL;Albania;"ALB";"2020"; 1.069745e+09;"";"";0
"253";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AL;Albania;"ALB";"2019"; 1.201022e+09;"";"";0
"254";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AL;Albania;"ALB";"2018"; 1.204383e+09;"";"";0
"255";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AL;Albania;"ALB";"2017"; 1.022758e+09;"";"";0
"256";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);DZ;Algeria;"DZA";"2021";NA;"";"";0
"257";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);DZ;Algeria;"DZA";"2020"; 1.126709e+09;"";"";0
"258";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);DZ;Algeria;"DZA";"2019"; 1.381200e+09;"";"";0
"259";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);DZ;Algeria;"DZA";"2018"; 1.466116e+09;"";"";0
"260";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);DZ;Algeria;"DZA";"2017"; 1.230243e+09;"";"";0
"261";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AS;American Samoa;"ASM";"2021";NA;"";"";0
"262";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AS;American Samoa;"ASM";"2020";NA;"";"";0
"263";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AS;American Samoa;"ASM";"2019";NA;"";"";0
"264";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AS;American Samoa;"ASM";"2018";NA;"";"";0
"265";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AS;American Samoa;"ASM";"2017";NA;"";"";0
"266";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AD;Andorra;"AND";"2021";NA;"";"";0
"267";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AD;Andorra;"AND";"2020";NA;"";"";0
"268";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AD;Andorra;"AND";"2019";NA;"";"";0
"269";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AD;Andorra;"AND";"2018";NA;"";"";0
"270";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AD;Andorra;"AND";"2017";NA;"";"";0
"271";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AO;Angola;"AGO";"2021";NA;"";"";0
"272";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AO;Angola;"AGO";"2020";-1.866468e+09;"";"";0
"273";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AO;Angola;"AGO";"2019";-4.098479e+09;"";"";0
"274";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AO;Angola;"AGO";"2018";-6.456076e+09;"";"";0
"275";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AO;Angola;"AGO";"2017";-7.397295e+09;"";"";0
"276";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AG;Antigua and Barbuda;"ATG";"2021";NA;"";"";0
"277";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AG;Antigua and Barbuda;"ATG";"2020"; 7.352754e+07;"";"";0
"278";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AG;Antigua and Barbuda;"ATG";"2019"; 1.277632e+08;"";"";0
"279";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AG;Antigua and Barbuda;"ATG";"2018"; 2.048449e+08;"";"";0
"280";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AG;Antigua and Barbuda;"ATG";"2017"; 1.512716e+08;"";"";0
"281";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AR;Argentina;"ARG";"2021";NA;"";"";0
"282";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AR;Argentina;"ARG";"2020"; 4.019052e+09;"";"";0
"283";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AR;Argentina;"ARG";"2019"; 6.663062e+09;"";"";0
"284";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AR;Argentina;"ARG";"2018"; 1.171677e+10;"";"";0
"285";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AR;Argentina;"ARG";"2017"; 1.151686e+10;"";"";0
"286";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AM;Armenia;"ARM";"2021";NA;"";"";0
"287";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AM;Armenia;"ARM";"2020"; 4.718358e+07;"";"";0
"288";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AM;Armenia;"ARM";"2019"; 1.009461e+08;"";"";0
"289";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AM;Armenia;"ARM";"2018"; 2.668250e+08;"";"";0
"290";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AM;Armenia;"ARM";"2017"; 2.509351e+08;"";"";0
"291";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AW;Aruba;"ABW";"2021";NA;"";"";0
"292";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AW;Aruba;"ABW";"2020"; 1.640876e+08;"";"";0
"293";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AW;Aruba;"ABW";"2019";-7.522654e+07;"";"";0
"294";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AW;Aruba;"ABW";"2018"; 1.359212e+08;"";"";0
"295";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AW;Aruba;"ABW";"2017"; 1.624636e+08;"";"";0
"296";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AU;Australia;"AUS";"2021";NA;"";"";0
"297";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AU;Australia;"AUS";"2020"; 1.840366e+10;"";"";0
"298";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AU;Australia;"AUS";"2019"; 3.910120e+10;"";"";0
"299";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AU;Australia;"AUS";"2018"; 6.132462e+10;"";"";0
"300";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AU;Australia;"AUS";"2017"; 4.819861e+10;"";"";0
"301";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AT;Austria;"AUT";"2021";NA;"";"";0
"302";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AT;Austria;"AUT";"2020";-1.821473e+10;"";"";0
"303";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AT;Austria;"AUT";"2019";-1.312099e+10;"";"";0
"304";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AT;Austria;"AUT";"2018";-2.860576e+10;"";"";0
"305";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AT;Austria;"AUT";"2017"; 1.351886e+10;"";"";0
"306";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AZ;Azerbaijan;"AZE";"2021";NA;"";"";0
"307";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AZ;Azerbaijan;"AZE";"2020"; 5.071518e+08;"";"";0
"308";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AZ;Azerbaijan;"AZE";"2019"; 1.503918e+09;"";"";0
"309";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AZ;Azerbaijan;"AZE";"2018"; 1.402998e+09;"";"";0
"310";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);AZ;Azerbaijan;"AZE";"2017"; 2.867487e+09;"";"";0
"311";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);BS;Bahamas, The;"BHS";"2021";NA;"";"";0
"312";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);BS;Bahamas, The;"BHS";"2020"; 4.345998e+08;"";"";0
"313";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);BS;Bahamas, The;"BHS";"2019"; 4.822293e+08;"";"";0
"314";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);BS;Bahamas, The;"BHS";"2018"; 4.914047e+08;"";"";0
"315";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);BS;Bahamas, The;"BHS";"2017"; 3.045876e+08;"";"";0
"316";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);BH;Bahrain;"BHR";"2021";NA;"";"";0
"317";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);BH;Bahrain;"BHR";"2020"; 1.006649e+09;"";"";0
"318";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);BH;Bahrain;"BHR";"2019"; 1.501330e+09;"";"";0
"319";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);BH;Bahrain;"BHR";"2018"; 1.111702e+08;"";"";0
"320";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);BH;Bahrain;"BHR";"2017"; 5.188830e+08;"";"";0
"321";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);BD;Bangladesh;"BGD";"2021";NA;"";"";0
"322";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);BD;Bangladesh;"BGD";"2020"; 1.525312e+09;"";"";0
"323";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);BD;Bangladesh;"BGD";"2019"; 1.908045e+09;"";"";0
"324";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);BD;Bangladesh;"BGD";"2018"; 2.421626e+09;"";"";0
"325";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);BD;Bangladesh;"BGD";"2017"; 1.810396e+09;"";"";0
"326";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);BB;Barbados;"BRB";"2021";NA;"";"";0
"327";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);BB;Barbados;"BRB";"2020"; 2.621000e+08;"";"";0
"328";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);BB;Barbados;"BRB";"2019"; 2.153701e+08;"";"";0
"329";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);BB;Barbados;"BRB";"2018"; 2.415965e+08;"";"";0
"330";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);BB;Barbados;"BRB";"2017"; 2.061574e+08;"";"";0
"331";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);BY;Belarus;"BLR";"2021";NA;"";"";0
"332";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);BY;Belarus;"BLR";"2020"; 1.391600e+09;"";"";0
"333";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);BY;Belarus;"BLR";"2019"; 1.273300e+09;"";"";0
"334";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);BY;Belarus;"BLR";"2018"; 1.426500e+09;"";"";0
"335";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);BY;Belarus;"BLR";"2017"; 1.276300e+09;"";"";0
"336";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);BE;Belgium;"BEL";"2021";NA;"";"";0
"337";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);BE;Belgium;"BEL";"2020";-1.757064e+10;"";"";0
"338";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);BE;Belgium;"BEL";"2019";-3.007547e+10;"";"";0
"339";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);BE;Belgium;"BEL";"2018";-4.160139e+10;"";"";0
"340";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);BE;Belgium;"BEL";"2017";-3.728884e+10;"";"";0
"341";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);BZ;Belize;"BLZ";"2021";NA;"";"";0
"342";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);BZ;Belize;"BLZ";"2020"; 7.620281e+07;"";"";0
"343";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);BZ;Belize;"BLZ";"2019"; 9.391024e+07;"";"";0
"344";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);BZ;Belize;"BLZ";"2018"; 1.220416e+08;"";"";0
"345";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);BZ;Belize;"BLZ";"2017"; 3.183162e+07;"";"";0
"346";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);BJ;Benin;"BEN";"2021";NA;"";"";0
"347";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);BJ;Benin;"BEN";"2020"; 1.740200e+08;"";"";0
"348";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);BJ;Benin;"BEN";"2019"; 2.182079e+08;"";"";0
"349";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);BJ;Benin;"BEN";"2018"; 1.940737e+08;"";"";0
"350";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);BJ;Benin;"BEN";"2017"; 2.009027e+08;"";"";0
"351";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);BM;Bermuda;"BMU";"2021";NA;"";"";0
"352";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);BM;Bermuda;"BMU";"2020"; 4.765181e+08;"";"";0
"353";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);BM;Bermuda;"BMU";"2019"; 4.389826e+06;"";"";0
"354";BX.KLT.DINV.CD.WD;Foreign direct investment, net inflows (BoP, current US$);BM;Bermuda;"BMU";"2018"; 9.541637e+07;"";"";0
